"","SurveyResponseID","Qdemosage","Qdemoshispanic","Qdemosrace","Qdemoseducation","Qdemosincome","Qdemosgender","Qsexualorientation","Qdemosstate","Qamazonusehowmany","Qamazonusehhsize","Qamazonusehowoft","Qsubstanceusecigarettes","Qsubstanceusemarijuana","Qsubstanceusealcohol","Qpersonaldiabetes","Qpersonalwheelchair","Qlifechanges","QsellYOURdata","Qsellconsumerdata","Qsmallbizuse","Qcensususe","Qresearchsociety","ShippingAddressState","TOTAL_EXCERCISE_SPENT","MORE_THAN_AVERAGE","HAS_PURCHASED_MOTHERBOARD","HAS_PURCHASED_GOLF_BAG","HAS_PURCHASED_TOYS_AND_GAMES","HAS_PURCHASED_SUGAR_CANDY","HAS_PURCHASED_SKATEBOARD","HAS_PURCHASED_GAMES","HAS_PURCHASED_AMAZON_BOOK_READER","HAS_PURCHASED_WEARABLE_COMPUTER","HAS_PURCHASED_PET_SUPPLIES","HAS_PURCHASED_SPORTING_GOODS","HAS_PURCHASED_ABIS_BOOK","HAS_PURCHASED_HEADPHONES","HAS_PURCHASED_PHYSICAL_VIDEO_GAME_SOFTWARE","HAS_PURCHASED_SNACK_CHIP_AND_CRISP","HAS_PURCHASED_DOWNLOADABLE_VIDEO_GAME","HAS_PURCHASED_OUTDOOR_LIVING","HAS_PURCHASED_COOKIE","HAS_PURCHASED_MEAT","HAS_PURCHASED_SWIMWEAR","HAS_PURCHASED_FOOD_STORAGE_CONTAINER","HAS_PURCHASED_MASSAGER","HAS_PURCHASED_WEIGH_SCALE","HAS_PURCHASED_SPEAKERS","HAS_PURCHASED_PLANNER","HAS_PURCHASED_INSTRUMENT_PARTS_AND_ACCESSORIES","HAS_PURCHASED_MEDICATION","HAS_PURCHASED_VEGETABLE","HAS_PURCHASED_VITAMIN","HAS_PURCHASED_PET_FOOD","HAS_PURCHASED_SKIN_MOISTURIZER","HAS_PURCHASED_COFFEE","HAS_PURCHASED_PHYSICAL_MOVIE","HAS_PURCHASED_NUTRITIONAL_SUPPLEMENT","HAS_PURCHASED_SKIN_CLEANING_AGENT","HAS_PURCHASED_HERBAL_SUPPLEMENT","HAS_PURCHASED_MINERAL_SUPPLEMENT","HAS_PURCHASED_PROTEIN_DRINK","HAS_PURCHASED_PROTEIN_SUPPLEMENT_POWDER","HAS_PURCHASED_DIETARY_SUPPLEMENTS","HAS_PURCHASED_ABIS_SPORTS","HAS_PURCHASED_HEALTH_FOOD","HAS_PURCHASED_SPORTS_DRINK"
"873","R_2bVSCM3iJc3wgJK","45 - 54 years","No","White or Caucasian","Bachelor's degree","$100,000 - $149,999","Male","heterosexual (straight)","Pennsylvania","1 (just me!)","4+","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","I don't know","Yes","PA",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0
"874","R_1oFRyes3ggnKU4B","35 - 44 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more","Male","heterosexual (straight)","Illinois","1 (just me!)","4+","5 - 10 times per month","No","Yes","Yes","No","No","","No","No","No","No","Yes","CA",15.95,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
"875","R_xmbgfR9SCI8bTmF","35 - 44 years","No","White or Caucasian","Bachelor's degree","$100,000 - $149,999","Male","heterosexual (straight)","Massachusetts","1 (just me!)","2","Less than 5 times per month","No","No","No","No","No","","No","No","No","No","No","MA",0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
"876","R_USc2JrcVi09Tvln","25 - 34 years","No","Asian","Bachelor's degree","$50,000 - $74,999","Male","heterosexual (straight)","California","1 (just me!)","1 (just me!)","More than 10 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","Yes","Yes","CA",35.72,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
"877","R_1PYj89tLuB6NrO0","25 - 34 years","Yes","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Male","LGBTQ+","Arizona","2","2","Less than 5 times per month","No","No","No","No","No","Lost a job ,Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","Yes","AZ",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
"878","R_2zzG1u6pYDToyGD","35 - 44 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999","Female","heterosexual (straight)","Florida","2","2","5 - 10 times per month","No","No","No","No","No","Divorce","No","No","I don't know","No","Yes","FL",49.48,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
"879","R_3n2VXT4Z99FpnEG","35 - 44 years","No","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Female","heterosexual (straight)","Kansas","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","No","Yes","No","","No","No","Yes","No","Yes","KS",62.04,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
"880","R_1Duw20LaOXMnKSN","25 - 34 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999","Male","heterosexual (straight)","South Carolina","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","SC",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
"881","R_3h9Bd191G9AvusC","25 - 34 years","No","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Female","heterosexual (straight)","Nevada","1 (just me!)","4+","Less than 5 times per month","No","No","No","No","No","","Yes","I don't know","Yes","No","I don't know","NV",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
"882","R_p5j1hNZ9iQsHJ3H","25 - 34 years","No","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Female","LGBTQ+","Ohio","1 (just me!)","3","Less than 5 times per month","No","No","I stopped in the recent past","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","",62.99,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"883","R_1dEORt9BZBN76Bt","55 - 64 years","No","White or Caucasian","High school diploma or GED","Less than $25,000","Female","heterosexual (straight)","California","1 (just me!)","3","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","CA",0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0
"884","R_2xFa0iWaNoBKsmC","25 - 34 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Female","LGBTQ+","North Carolina","1 (just me!)","2","5 - 10 times per month","No","Yes","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","Yes","Yes","NC",75.98,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
"885","R_3eqVHUBiQdiljFW","18 - 24 years","No","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Female","heterosexual (straight)","Maryland","3","3","5 - 10 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","Yes","Yes","MD",17.98,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
"886","R_xAvtsENz2Shcg1j","25 - 34 years","No","Black or African American","Bachelor's degree","$25,000 - $49,999","Male","LGBTQ+","California","1 (just me!)","1 (just me!)","5 - 10 times per month","No","Yes","Yes","No","No","","Yes if I get part of the profit","Yes","I don't know","Yes","Yes","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
"887","R_2t5uladxRwCFEss","35 - 44 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Female","heterosexual (straight)","Massachusetts","2","3","5 - 10 times per month","No","Yes","Yes","No","No","","No","No","I don't know","No","I don't know","MA",11.73,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
"888","R_D8LcojwusttCWaJ","25 - 34 years","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Female","heterosexual (straight)","Utah","2","2","Less than 5 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","UT",0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
"889","R_1JJ9dsXDfWNb4HX","35 - 44 years","No","Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999","Female","LGBTQ+","Georgia","1 (just me!)","2","Less than 5 times per month","No","No","No","No","No","","No","No","No","No","No","FL",0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
"890","R_2uZYpmYB7LyojRr","35 - 44 years","Yes","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more","Male","heterosexual (straight)","Missouri","1 (just me!)","3","Less than 5 times per month","No","No","Yes","No","No","Moved place of residence","No","No","No","No","No","OH",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
"891","R_9SnEHxWY6V8G4AF","25 - 34 years","No","White or Caucasian,Asian","Bachelor's degree","$100,000 - $149,999","Male","heterosexual (straight)","New York","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","Yes","No","No","Lost a job ","No","No","No","No","Yes","CA",68.82,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
"892","R_1CwjzRpr3YtQm10","18 - 24 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Male","LGBTQ+","Pennsylvania","1 (just me!)","3","Less than 5 times per month","Yes","No","Yes","Yes","No","Lost a job ,Became pregnant,Had a child","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","Yes","PA",0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"893","R_22Gn4dE4LeRGLs2","35 - 44 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more","Female","heterosexual (straight)","New York","3","2","More than 10 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","I don't know","Yes","NY",89.67,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0
"894","R_TtK3Qkb3c3EIeoV","18 - 24 years","No","White or Caucasian","High school diploma or GED","$75,000 - $99,999","Female","LGBTQ+","Ohio","3","4+","5 - 10 times per month","No","No","Yes","No","No","","No","No","Yes","I don't know","Yes","OH",0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"895","R_2Y52DxnkdAlaiq8","18 - 24 years","Yes","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more","Female","LGBTQ+","Texas","1 (just me!)","2","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","I don't know","TX",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
"896","R_2QECV61zCoWvPwV","35 - 44 years","No","White or Caucasian","Bachelor's degree","$100,000 - $149,999","Female","heterosexual (straight)","Tennessee","2","4+","5 - 10 times per month","No","Yes","Yes","No","No","","No","No","Yes","No","Yes","TN",0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
"897","R_2DYNUe9cQV68GxO","25 - 34 years","No","Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more","Male","heterosexual (straight)","California","2","2","5 - 10 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","No","Yes","CA",1238.78,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
"898","R_1gvFbgFugRtlqwg","18 - 24 years","No","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Female","heterosexual (straight)","North Carolina","1 (just me!)","3","5 - 10 times per month","No","No","No","No","No","Lost a job ,Moved place of residence,Became pregnant,Had a child","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","Yes","NC",281.49,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
"899","R_27wIB08amTLLAwh","25 - 34 years","No","White or Caucasian","Bachelor's degree","$150,000 or more","Female","heterosexual (straight)","California","1 (just me!)","3","More than 10 times per month","No","No","Yes","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","CA",13.99,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
"900","R_3hiL1Whui2YJLYW","18 - 24 years","No","Black or African American","High school diploma or GED","$25,000 - $49,999","Female","heterosexual (straight)","Arkansas","1 (just me!)","3","More than 10 times per month","No","No","No","No","No","Lost a job ","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","AR",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
"901","R_1F4fgnTRZwHJ1WY","35 - 44 years","No","Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","Less than $25,000","Male","heterosexual (straight)","California","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","Yes","No","No","Lost a job ,Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","CA",49.33,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
"902","R_1GVN63HjPpVXPEx","25 - 34 years","No","White or Caucasian","Bachelor's degree","$100,000 - $149,999","Female","LGBTQ+","Michigan","1 (just me!)","2","More than 10 times per month","No","Yes","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","MI",0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
"903","R_PXSF6lxCnUB8Pg5","18 - 24 years","No","White or Caucasian","High school diploma or GED","Less than $25,000","Female","heterosexual (straight)","Pennsylvania","4+","4+","5 - 10 times per month","No","No","Yes","No","No","Moved place of residence","No","No","Yes","I don't know","No","PA",60.96,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
"904","R_3QXUWuTn4OdbNmh","18 - 24 years","Yes","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Male","heterosexual (straight)","Texas","1 (just me!)","2","Less than 5 times per month","No","No","No","No","No","Lost a job ","No","No","Yes","I don't know","Yes","TX",69,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"905","R_2cdsWcK6yWNSmhS","35 - 44 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Male","heterosexual (straight)","New York","1 (just me!)","4+","Less than 5 times per month","No","No","Yes","No","No","Moved place of residence","No","I don't know","I don't know","No","Yes","NY",0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"906","R_20UxPwlfYjaIV5k","35 - 44 years","No","White or Caucasian","Bachelor's degree","$150,000 or more","Male","heterosexual (straight)","Ohio","2","4+","5 - 10 times per month","No","No","Yes","No","No","","No","No","No","No","No","",32.87,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
"907","R_3NPnW7ko8nPUh0O","25 - 34 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Female","heterosexual (straight)","Colorado","1 (just me!)","2","5 - 10 times per month","No","Yes","Yes","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","TX",0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
"908","R_BVtvQXZprxGDQBP","25 - 34 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Other","LGBTQ+","Oklahoma","2","2","5 - 10 times per month","No","Yes","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","Yes","Yes","KS",0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
"909","R_cVbq9lQkBclFudr","18 - 24 years","No","White or Caucasian","High school diploma or GED","Less than $25,000","Male","LGBTQ+","Indiana","1 (just me!)","2","Less than 5 times per month","I stopped in the recent past","Prefer not to say","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","No","No","IN",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
"910","R_1d6V903Xy4VOFla","18 - 24 years","No","Asian","Bachelor's degree","$100,000 - $149,999","Male","heterosexual (straight)","Indiana","4+","3","5 - 10 times per month","No","No","I stopped in the recent past","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","Yes","",29.99,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"911","R_2ZOgImZ5BSZcQoz","25 - 34 years","No","White or Caucasian","Bachelor's degree","$150,000 or more","Male","heterosexual (straight)","Michigan","2","2","5 - 10 times per month","No","I stopped in the recent past","Yes","No","No","Moved place of residence,Became pregnant","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","MI",44.93,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0
"912","R_30tKJbqPUb129Xp","25 - 34 years","No","Asian","Bachelor's degree","$25,000 - $49,999","Female","heterosexual (straight)","Maryland","2","1 (just me!)","Less than 5 times per month","No","No","Yes","No","No","","No","No","No","No","No","MD",83.82,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
"913","R_1hM9pt4qllIzGbl","45 - 54 years","No","White or Caucasian","Bachelor's degree","$100,000 - $149,999","Female","heterosexual (straight)","Florida","3","4+","5 - 10 times per month","No","No","No","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","Yes","FL",89.99,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
"914","R_3qPcCdLxB7UEZaz","25 - 34 years","No","Black or African American","Bachelor's degree","$25,000 - $49,999","Female","heterosexual (straight)","Texas","2","4+","Less than 5 times per month","Yes","Yes","Yes","No","No","Moved place of residence","No","No","No","No","Yes","TX",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"915","R_2Sf9qUuSJuIUfg2","18 - 24 years","No","White or Caucasian","Bachelor's degree","Less than $25,000","Male","heterosexual (straight)","Washington","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","No","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","Yes","WA",0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"916","R_1jp1s9LC8U98QIR","18 - 24 years","No","White or Caucasian","Bachelor's degree","Less than $25,000","Female","heterosexual (straight)","Wisconsin","2","2","5 - 10 times per month","No","Yes","Yes","No","No","","No","No","Yes","I don't know","No","WI",13.95,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"917","R_1gOX88nojaBXOt2","25 - 34 years","No","White or Caucasian","High school diploma or GED","$75,000 - $99,999","Male","heterosexual (straight)","Ohio","1 (just me!)","4+","Less than 5 times per month","Yes","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","Yes","OH",14.99,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
"918","R_ebblotCCh8G6Ddf","35 - 44 years","No","White or Caucasian","High school diploma or GED","$100,000 - $149,999","Male","heterosexual (straight)","California","2","4+","Less than 5 times per month","No","No","No","No","No","","No","I don't know","I don't know","No","Yes","CA",39.95,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
"919","R_3Rlxjm9Khc5FZtv","35 - 44 years","No","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Female","heterosexual (straight)","Michigan","1 (just me!)","4+","5 - 10 times per month","Yes","Yes","Yes","Yes","No","","No","No","Yes","I don't know","Yes","MI",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
"920","R_3OkQef19KXJJE3U","18 - 24 years","No","Asian","Bachelor's degree","$25,000 - $49,999","Male","LGBTQ+","Texas","1 (just me!)","4+","Less than 5 times per month","No","No","No","No","No","","No","Yes if consumers get part of the profit","Yes","No","No","TX",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
"921","R_2Cp5sjenoyePcm6","18 - 24 years","No","Asian","High school diploma or GED","Less than $25,000","Male","heterosexual (straight)","California","2","2","Less than 5 times per month","No","I stopped in the recent past","No","No","No","Lost a job ,Had a child","Yes if I get part of the profit","Yes if consumers get part of the profit","No","Yes","No","CA",9.99,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"922","R_2feZdiUVUKMKbmp","18 - 24 years","Yes","Black or African American","High school diploma or GED","$100,000 - $149,999","Male","heterosexual (straight)","Missouri","2","3","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","I don't know","I don't know","I don't know","I don't know","MO",19.99,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"923","R_28SckJ1LanzFPvD","25 - 34 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Male","heterosexual (straight)","Idaho","2","4+","5 - 10 times per month","No","No","Yes","No","No","Lost a job ,Had a child","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","ID",116.98,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
"924","R_3JgTD4MtLbi3fNJ","45 - 54 years","No","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Female","LGBTQ+","Nevada","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","Yes","CA",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
"925","R_3CUfonTy5lAHkv2","25 - 34 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Male","heterosexual (straight)","Texas","2","2","Less than 5 times per month","No","Yes","No","No","No","Lost a job ","Yes","Yes if consumers get part of the profit","I don't know","I don't know","Yes","TX",0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"926","R_2f1kM62xCV8fir6","25 - 34 years","No","Black or African American","Bachelor's degree","$25,000 - $49,999","Female","heterosexual (straight)","Texas","1 (just me!)","4+","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","No","TX",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
